site_name,resolution,scalar,cells,particles,run_n,run_time
clay-center,10,0.5,15242,7621.0,1,2.0974864959716797
clay-center,10,0.5,15242,7621.0,2,2.0928516387939453
clay-center,10,0.5,15242,7621.0,3,2.0927414894104004
clay-center,10,0.5,15242,7621.0,4,2.080683469772339
clay-center,10,0.5,15242,7621.0,5,1.5370161533355713
clay-center,10,0.5,15242,7621.0,6,2.0772197246551514
clay-center,10,0.5,15242,7621.0,7,2.0864973068237305
clay-center,10,0.5,15242,7621.0,8,1.3356175422668457
clay-center,10,0.5,15242,7621.0,9,2.0835323333740234
clay-center,10,1,15242,15242,0,3.630812168121338
clay-center,10,1,15242,15242,1,3.781968116760254
clay-center,10,1,15242,15242,2,3.756355047225952
clay-center,10,1,15242,15242,3,3.5942976474761963
clay-center,10,1,15242,15242,4,3.788997173309326
clay-center,10,1,15242,15242,5,3.7963173389434814
clay-center,10,1,15242,15242,6,3.785303831100464
clay-center,10,1,15242,15242,7,3.8116135597229004
clay-center,10,1,15242,15242,8,3.4738590717315674
clay-center,10,1,15242,15242,9,3.7806107997894287
clay-center,10,2,15242,30484,0,4.3570473194122314
clay-center,10,2,15242,30484,1,5.5249738693237305
clay-center,10,2,15242,30484,2,4.8496458530426025
clay-center,10,2,15242,30484,3,5.572314739227295
clay-center,10,2,15242,30484,4,5.578618288040161
clay-center,10,2,15242,30484,5,4.001851797103882
clay-center,10,2,15242,30484,6,5.436925649642944
clay-center,10,2,15242,30484,7,5.306209564208984
clay-center,10,2,15242,30484,8,5.5655694007873535
clay-center,10,2,15242,30484,9,5.1815690994262695
clay-center,30,0.25,1693,423.25,0,0.16682887077331543
clay-center,30,0.25,1693,423.25,1,0.1897883415222168
clay-center,30,0.25,1693,423.25,2,0.18990540504455566
clay-center,30,0.25,1693,423.25,3,0.18500304222106934
clay-center,30,0.25,1693,423.25,4,0.17887616157531738
clay-center,30,0.25,1693,423.25,5,0.18898415565490723
clay-center,30,0.25,1693,423.25,6,0.14154958724975586
clay-center,30,0.25,1693,423.25,7,0.14871692657470703
clay-center,30,0.25,1693,423.25,8,0.19340991973876953
clay-center,30,0.25,1693,423.25,9,0.1385059356689453
clay-center,30,0.5,1693,846.5,0,0.1578524112701416
clay-center,30,0.5,1693,846.5,1,0.18984150886535645
clay-center,30,0.5,1693,846.5,2,0.18641161918640137
clay-center,30,0.5,1693,846.5,3,0.17735719680786133
clay-center,30,0.5,1693,846.5,4,0.18300724029541016
clay-center,30,0.5,1693,846.5,5,0.18063664436340332
clay-center,30,0.5,1693,846.5,6,0.18306350708007812
clay-center,30,0.5,1693,846.5,7,0.1808760166168213
clay-center,30,0.5,1693,846.5,8,0.19305014610290527
clay-center,30,0.5,1693,846.5,9,0.17664122581481934
clay-center,30,1,1693,1693,0,0.22171998023986816
clay-center,30,1,1693,1693,1,0.1553058624267578
clay-center,30,1,1693,1693,2,0.23406314849853516
clay-center,30,1,1693,1693,3,0.23039817810058594
clay-center,30,1,1693,1693,4,0.23245716094970703
clay-center,30,1,1693,1693,5,0.21789884567260742
clay-center,30,1,1693,1693,6,0.2394704818725586
clay-center,30,1,1693,1693,7,0.26450562477111816
clay-center,30,1,1693,1693,8,0.19015073776245117
clay-center,30,1,1693,1693,9,0.20010805130004883
clay-center,30,2,1693,3386,0,0.2753880023956299
clay-center,30,2,1693,3386,1,0.27430176734924316
clay-center,30,2,1693,3386,2,0.2615683078765869
clay-center,30,2,1693,3386,3,0.268704891204834
clay-center,30,2,1693,3386,4,0.285919189453125
clay-center,30,2,1693,3386,5,0.26304006576538086
clay-center,30,2,1693,3386,6,0.2856874465942383
clay-center,30,2,1693,3386,7,0.2845301628112793
clay-center,30,2,1693,3386,8,0.2758495807647705
clay-center,30,2,1693,3386,9,0.30526137351989746
