site_name,resolution,scalar,cells,particles,run_n,run_time
SFREC,30,0.5,419,209.5,6,0.08151674270629883
SFREC,30,0.5,419,209.5,7,0.06786108016967773
SFREC,30,0.5,419,209.5,8,0.06988024711608887
SFREC,30,0.5,419,209.5,9,0.09267807006835938
SFREC,30,1,419,419,0,0.07683420181274414
SFREC,30,1,419,419,1,0.08897972106933594
SFREC,30,1,419,419,2,0.09232497215270996
SFREC,30,1,419,419,3,0.08265042304992676
SFREC,30,1,419,419,4,0.08118820190429688
SFREC,30,1,419,419,5,0.08257246017456055
SFREC,30,1,419,419,6,0.0939640998840332
SFREC,30,1,419,419,7,0.0787813663482666
SFREC,30,1,419,419,8,0.0911092758178711
SFREC,30,1,419,419,9,0.0820932388305664
SFREC,30,2,419,838,0,0.11223387718200684
SFREC,30,2,419,838,1,0.09261083602905273
SFREC,30,2,419,838,2,0.10081958770751953
SFREC,30,2,419,838,3,0.08872032165527344
SFREC,30,2,419,838,4,0.09576892852783203
SFREC,30,2,419,838,5,0.08709287643432617
SFREC,30,2,419,838,6,0.10011601448059082
SFREC,30,2,419,838,7,0.07708883285522461
SFREC,30,2,419,838,8,0.09251213073730469
SFREC,30,2,419,838,9,0.09401583671569824
