,n,null_cells,cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,first_quartile,median,third_quartile,percentiles,run_time,particles,area_km2,resolution,scalar,minute,stat_type,ars,error,run_id,normalized_error,p_density
3,290532,410579,701111,0.0,0.0035950415727270097,0.0035950415727270097,0.00044927183948097904,0.00044927183948097904,0.00015995022613631544,2.558407484105845e-08,35.60210368873727,130.5278460680878,0.0003451019614305481,0.0004237675129006243,0.0005201147340159009,"[{'percentile': 90, 'value': 0.0006363367035681425}]",542.1365721702575,381147.75,1.524591,1,025,20,stddev,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
4,290532,410579,701111,0.0,0.0035073434390948325,0.0035073434390948325,0.00044950453374773295,0.00044950453374773295,0.00016104230648785714,2.593462447892892e-08,35.826625628260274,130.59545119879635,0.00034511537464182923,0.00042381333034095515,0.0005201656573355969,"[{'percentile': 90, 'value': 0.0006366463829097359}]",542.1365721702575,381147.75,1.524591,1,025,25,stddev,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
5,290532,410579,701111,0.0,0.006259342026139378,0.006259342026139378,0.00044994667862918063,0.00044994667862918063,0.0001649606706998755,2.721202287775277e-08,36.662271005633166,130.72390843549312,0.0003451243838833873,0.00042381710360920514,0.0005202147023819742,"[{'percentile': 90, 'value': 0.0006368550225429238}]",542.1365721702575,381147.75,1.524591,1,025,30,stddev,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
0,290532,410579,701111,0.0,0.008077040314674377,0.008077040314674377,0.0014847928942342417,0.0014847928942342417,0.0005246399833960082,2.752471121777638e-07,35.33421970385863,431.37984914766275,0.0011264262720942497,0.0014045576099306345,0.0017440151423215866,"[{'percentile': 90, 'value': 0.0021369988098740578}]",542.1365721702575,381147.75,1.524591,1,025,05,range,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
1,290532,410579,701111,0.0,0.009778842329978943,0.009778842329978943,0.0014920662184143736,0.0014920662184143736,0.0005444309090251039,2.9640501470190096e-07,36.48838786817876,433.4929825683648,0.0011281119659543037,0.0014053445775061846,0.0017472798936069012,"[{'percentile': 90, 'value': 0.0021468428894877434}]",542.1365721702575,381147.75,1.524591,1,025,10,range,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
2,290532,410579,701111,0.0,0.007807180285453796,0.007807180285453796,0.0014948508844108773,0.0014948508844108773,0.0005506985206927498,3.03268860693183e-07,36.8396959479862,434.30201714966097,0.0011300253681838512,0.001405798364430666,0.0017493930645287037,"[{'percentile': 90, 'value': 0.002153892070055008}]",542.1365721702575,381147.75,1.524591,1,025,15,range,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
3,290532,410579,701111,0.0,0.011330023407936096,0.011330023407936096,0.0014962731900898805,0.0014962731900898805,0.0005564955826322434,3.096873334892e-07,37.19211079353864,434.71524246319314,0.00113009475171566,0.001405798364430666,0.0017496570944786072,"[{'percentile': 90, 'value': 0.002154659479856491}]",542.1365721702575,381147.75,1.524591,1,025,20,range,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
4,290532,410579,701111,0.0,0.012464523315429688,0.012464523315429688,0.001497183077866666,0.001497183077866666,0.0005611662201327002,3.149075266180222e-07,37.481469596377295,434.9795939787582,0.00113009475171566,0.001405798364430666,0.0017500650137662888,"[{'percentile': 90, 'value': 0.002157229697331786}]",542.1365721702575,381147.75,1.524591,1,025,25,range,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
5,290532,410579,701111,0.0,0.020677804946899414,0.020677804946899414,0.0014984655884253935,0.0014984655884253935,0.0005715889966552475,3.2671398109735255e-07,38.14495314876603,435.35220433640643,0.00113009475171566,0.001405798364430666,0.0017498037777841091,"[{'percentile': 90, 'value': 0.002157444367185235}]",542.1365721702575,381147.75,1.524591,1,025,30,range,0.14057571379453873,0.001619769883409441,1_025,2.0,0.5436339609562537
0,290532,410579,701111,0.0,0.45455693900585176,0.45455693900585176,0.007812128797065723,0.007812128797065723,0.017521468973058004,0.0003070018749738343,224.2854595489921,2269.6734036690987,0.002853331039659679,0.003950917220208794,0.006091367918998003,"[{'percentile': 90, 'value': 0.011241810861974955}]",539.4413881540298,762295.5,1.524591,1,05,05,average,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
1,290532,410579,701111,0.0,0.6734879851341248,0.6734879851341248,0.009153090542844178,0.009153090542844178,0.026979684855652157,0.0007279033949103064,294.76038425889584,2659.2657015936047,0.00285386024042964,0.003952592634595931,0.006131232110783457,"[{'percentile': 90, 'value': 0.011702015623450279}]",539.4413881540298,762295.5,1.524591,1,05,10,average,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
2,290532,410579,701111,0.0,0.8263258576393128,0.8263258576393128,0.009892879719042912,0.009892879719042912,0.03202169446773465,0.0010253889165849483,323.6842595598908,2874.1981305329755,0.002854085341095924,0.003953743143938482,0.006152106029912829,"[{'percentile': 90, 'value': 0.01193385971710086}]",539.4413881540298,762295.5,1.524591,1,05,15,average,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
3,290532,410579,701111,0.0,0.8801465272903443,0.8801465272903443,0.010237734219424756,0.010237734219424756,0.03434782706050844,0.001179773223778596,335.50223442349136,2974.389398237913,0.002854171476792544,0.003954350703861565,0.0061593363527208565,"[{'percentile': 90, 'value': 0.012014272063970566}]",539.4413881540298,762295.5,1.524591,1,05,20,average,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
