,site_name,resolution,scalar,cells,particles,run_n,run_time,area_m2,area_km2,p_density,error,tri
103,SJER,5,0.25,11748,2937.0,3,0.3806941509246826,293700,0.2937,0.25,0.01845219462695162,0.028
104,SJER,5,0.25,11748,2937.0,4,0.3819220066070556,293700,0.2937,0.25,0.01845219462695162,0.028
105,SJER,5,0.25,11748,2937.0,5,0.3624131679534912,293700,0.2937,0.25,0.01845219462695162,0.028
106,SJER,5,0.25,11748,2937.0,6,0.3855774402618408,293700,0.2937,0.25,0.01845219462695162,0.028
107,SJER,5,0.25,11748,2937.0,7,0.3966796398162842,293700,0.2937,0.25,0.01845219462695162,0.028
108,SJER,5,0.25,11748,2937.0,8,0.3895695209503174,293700,0.2937,0.25,0.01845219462695162,0.028
109,SJER,5,0.25,11748,2937.0,9,0.4140856266021728,293700,0.2937,0.25,0.01845219462695162,0.028
110,SJER,5,0.5,11748,5874.0,0,0.8350300788879395,293700,0.2937,0.5,0.013047671948491468,0.028
111,SJER,5,0.5,11748,5874.0,1,0.7170994281768799,293700,0.2937,0.5,0.013047671948491468,0.028
112,SJER,5,0.5,11748,5874.0,2,0.5270724296569824,293700,0.2937,0.5,0.013047671948491468,0.028
113,SJER,5,0.5,11748,5874.0,3,0.4392461776733398,293700,0.2937,0.5,0.013047671948491468,0.028
114,SJER,5,0.5,11748,5874.0,4,0.4086675643920898,293700,0.2937,0.5,0.013047671948491468,0.028
115,SJER,5,0.5,11748,5874.0,5,0.44795823097229,293700,0.2937,0.5,0.013047671948491468,0.028
116,SJER,5,0.5,11748,5874.0,6,0.3854973316192627,293700,0.2937,0.5,0.013047671948491468,0.028
117,SJER,5,0.5,11748,5874.0,7,0.3590264320373535,293700,0.2937,0.5,0.013047671948491468,0.028
118,SJER,5,0.5,11748,5874.0,8,0.3711836338043213,293700,0.2937,0.5,0.013047671948491468,0.028
119,SJER,5,0.5,11748,5874.0,9,0.3798122406005859,293700,0.2937,0.5,0.013047671948491468,0.028
120,SJER,5,1.0,11748,11748.0,0,0.6494550704956055,293700,0.2937,1.0,0.00922609731347581,0.028
121,SJER,5,1.0,11748,11748.0,1,0.6218676567077637,293700,0.2937,1.0,0.00922609731347581,0.028
122,SJER,5,1.0,11748,11748.0,2,0.618497371673584,293700,0.2937,1.0,0.00922609731347581,0.028
123,SJER,5,1.0,11748,11748.0,3,0.6720125675201416,293700,0.2937,1.0,0.00922609731347581,0.028
124,SJER,5,1.0,11748,11748.0,4,0.617027997970581,293700,0.2937,1.0,0.00922609731347581,0.028
125,SJER,5,1.0,11748,11748.0,5,0.6811749935150146,293700,0.2937,1.0,0.00922609731347581,0.028
126,SJER,5,1.0,11748,11748.0,6,0.7065560817718506,293700,0.2937,1.0,0.00922609731347581,0.028
127,SJER,5,1.0,11748,11748.0,7,0.6129016876220703,293700,0.2937,1.0,0.00922609731347581,0.028
128,SJER,5,1.0,11748,11748.0,8,0.6227362155914307,293700,0.2937,1.0,0.00922609731347581,0.028
129,SJER,5,1.0,11748,11748.0,9,0.6251800060272217,293700,0.2937,1.0,0.00922609731347581,0.028
130,SJER,5,2.0,11748,23496.0,0,0.8850159645080566,293700,0.2937,2.0,0.006523835974245734,0.028
131,SJER,5,2.0,11748,23496.0,1,0.8436577320098877,293700,0.2937,2.0,0.006523835974245734,0.028
132,SJER,5,2.0,11748,23496.0,2,0.880251407623291,293700,0.2937,2.0,0.006523835974245734,0.028
133,SJER,5,2.0,11748,23496.0,3,0.826301097869873,293700,0.2937,2.0,0.006523835974245734,0.028
134,SJER,5,2.0,11748,23496.0,4,0.8142738342285156,293700,0.2937,2.0,0.006523835974245734,0.028
135,SJER,5,2.0,11748,23496.0,5,0.792050838470459,293700,0.2937,2.0,0.006523835974245734,0.028
136,SJER,5,2.0,11748,23496.0,6,0.8847301006317139,293700,0.2937,2.0,0.006523835974245734,0.028
137,SJER,5,2.0,11748,23496.0,7,0.8345274925231934,293700,0.2937,2.0,0.006523835974245734,0.028
