,n,null_cells,cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,first_quartile,median,third_quartile,percentiles,run_time,particles,area_km2,resolution,scalar,minute,stat_type,ars,Location
0,1365839,3586031,4951870,0.0008484363788738847,0.3492439866065979,0.348395550227724,0.023464789536559942,0.023464789536559942,0.007039220042780214,4.9550618810678675e-05,29.99907598494574,32049.124675825493,0.021465051732957364,0.02385934107005596,0.02564517967402935,"[{'percentile': 90, 'value': 0.027901563234627245}]",262.28247516155244,341465.0,1.36586,1,025,010,average,0.023347884865042273,tx069-playas
1,1365839,3586031,4951870,0.0008484363788738847,0.43677258491516113,0.43592414853628725,0.034421365774176906,0.034421365774176906,0.01413719941171959,0.00019986040720672472,41.07100079778181,47014.043807636015,0.029510247893631457,0.035073311626911165,0.0386567909270525,"[{'percentile': 90, 'value': 0.04391033686697483}]",262.28247516155244,341465.0,1.36586,1,025,020,average,0.023347884865042273,tx069-playas
2,1365839,3586031,4951870,0.0008484363788738847,0.5153719902038574,0.5145235538249835,0.04253179889969879,0.04253179889969879,0.020119539133094062,0.0004047958549281034,47.30469825774651,58091.5896773657,0.034646225720644,0.043248296901583674,0.04869023971259594,"[{'percentile': 90, 'value': 0.05689063258469105}]",262.28247516155244,341465.0,1.36586,1,025,030,average,0.023347884865042273,tx069-playas
3,1365839,3586031,4951870,0.0008484363788738847,0.5845064222812653,0.5836579859023914,0.048963355873068305,0.048963355873068305,0.025406897088187712,0.0006455104196497612,51.88961547907803,66876.06102231574,0.038188401609659195,0.049686207249760625,0.05671346671879292,"[{'percentile': 90, 'value': 0.06754020676016807}]",262.28247516155244,341465.0,1.36586,1,025,040,average,0.023347884865042273,tx069-playas
4,1365839,3586031,4951870,0.0008484363788738847,0.6701511800289154,0.6693027436500415,0.05418566343285322,0.05418566343285322,0.030289543287249747,0.0009174564325501762,55.899552332296345,74008.8923574648,0.04120456762611866,0.054751647636294365,0.06354215852916241,"[{'percentile': 90, 'value': 0.07491296604275703}]",262.28247516155244,341465.0,1.36586,1,025,050,average,0.023347884865042273,tx069-playas
5,1365839,3586031,4951870,0.0008484363788738847,0.7619092524051666,0.7610608160262927,0.0583674446551154,0.0583674446551154,0.03473513910793913,0.001206529888847882,59.511152686542864,79720.53224029815,0.04332678876817227,0.05867932736873627,0.069183549284935,"[{'percentile': 90, 'value': 0.08097288012504578}]",262.28247516155244,341465.0,1.36586,1,025,060,average,0.023347884865042273,tx069-playas
6,1365839,3586031,4951870,0.0008484363788738847,0.8362532198429108,0.8354047834640369,0.06173896025925305,0.06173896025925305,0.038532733815592794,0.0014847715753033284,62.412346521202956,84325.47974153793,0.04441243223845959,0.061769088730216026,0.07396545633673668,"[{'percentile': 90, 'value': 0.08630703240633011}]",262.28247516155244,341465.0,1.36586,1,025,070,average,0.023347884865042273,tx069-playas
7,1365839,3586031,4951870,0.0008484363788738847,0.896635103225708,0.8957866668468342,0.06450780252645467,0.06450780252645467,0.04177238733622818,0.0017449323437678762,64.75555777783208,88107.27249493032,0.04506218321621418,0.0641065552830696,0.0779157042503357,"[{'percentile': 90, 'value': 0.09136036857962608}]",262.28247516155244,341465.0,1.36586,1,025,080,average,0.023347884865042273,tx069-playas
8,1365839,3586031,4951870,0.0008484363788738847,0.9459027886390686,0.9450543522601947,0.06680319179002941,0.06680319179002941,0.04456226971624615,0.0019857958822634687,66.70679726847604,91242.40467130199,0.04551118761301041,0.06569130793213844,0.08126116544008255,"[{'percentile': 90, 'value': 0.0960993893444538}]",262.28247516155244,341465.0,1.36586,1,025,090,average,0.023347884865042273,tx069-playas
9,1365839,3586031,4951870,0.0008484363788738847,0.9875055909156799,0.986657154536806,0.06871619347791737,0.06871619347791737,0.0470228740266882,0.002211150681729788,68.43055711722371,93855.25698368518,0.045960872620344165,0.06688040792942047,0.08397485092282295,"[{'percentile': 90, 'value': 0.10036361962556839}]",262.28247516155244,341465.0,1.36586,1,025,100,average,0.023347884865042273,tx069-playas
