site_name,resolution,scalar,cells,particles,run_n,run_time
coweeta,1,0.25,2643330,660832.5,0,265.4388110637665
coweeta,1,0.25,2643330,660832.5,1,263.866902589798
coweeta,1,0.25,2643330,660832.5,2,279.71909856796265
coweeta,1,0.25,2643330,660832.5,3,272.5471911430359
coweeta,1,0.25,2643330,660832.5,4,257.2621600627899
coweeta,1,0.25,2643330,660832.5,5,261.1279466152191
coweeta,1,0.25,2643330,660832.5,6,265.17397689819336
coweeta,1,0.25,2643330,660832.5,7,258.71627402305603
coweeta,1,0.25,2643330,660832.5,8,279.0397696495056
coweeta,1,0.25,2643330,660832.5,9,284.86164569854736
coweeta,1,0.5,2643330,1321665.0,0,566.1875185966492
coweeta,1,0.5,2643330,1321665.0,1,583.7883789539337
coweeta,1,0.5,2643330,1321665.0,2,553.7435433864594
coweeta,1,0.5,2643330,1321665.0,3,591.2710545063019
coweeta,1,0.5,2643330,1321665.0,4,578.3987166881561
coweeta,1,0.5,2643330,1321665.0,5,525.8751883506775
coweeta,1,0.5,2643330,1321665.0,6,531.4189431667328
coweeta,1,0.5,2643330,1321665.0,7,532.9233713150024
coweeta,1,0.5,2643330,1321665.0,8,526.7461082935333
coweeta,1,0.5,2643330,1321665.0,9,537.0949583053589
coweeta,1,1,2643330,2643330,0,782.1121046543121
coweeta,1,1,2643330,2643330,1,818.8421125411987
