,init.walk,maxwalk,remaining walkers,duration (sec.),mean man,mean infil,Location,map_name,Cells,Min Depth (m),Max Depth (m),Seed,Resolution (m),scalar_str,Particle Scalar,Number of iterations (cells),Mean flow velocity (m/s),Time Step (s),Time at Step (s),Time at Step (min),Mean Source Rate (Rain Fall Excess) (m/s),Compute Time (s),particles,Particle Density
8,161811,108420,133228,7200,0.1857,0.0,clay-center,depth_3_2_1.090,100161,0.0006711584283038974,1.3267008066177368,1,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,50.43281149864197,108420.0,2.0
9,161811,108420,131215,7200,0.1857,0.0,clay-center,depth_3_2_1.100,100161,0.0006711584283038974,1.3750208616256714,1,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,50.43281149864197,108420.0,2.0
10,161811,108420,129187,7200,0.1857,0.0,clay-center,depth_3_2_1.110,100161,0.0006711584283038974,1.421148657798767,1,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,50.43281149864197,108420.0,2.0
11,161811,108420,127178,7200,0.1857,0.0,clay-center,depth_3_2_1.120,100161,0.0006711584283038974,1.4632067680358887,1,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,50.43281149864197,108420.0,2.0
0,161811,108420,156166,7200,0.1857,0.0,clay-center,depth_3_2_2.010,100161,0.0006711584283038974,0.5105281472206116,2,3,2,2.0,598,1.013143,0.74027,442.68146,7.378024333333333,7.485192e-06,50.609675884246826,108420.0,2.0
1,161811,108420,152558,7200,0.1857,0.0,clay-center,depth_3_2_2.020,100161,0.0006711584283038974,0.6107357144355774,2,3,2,2.0,1196,1.013143,0.74027,885.36292,14.756048666666667,7.485192e-06,50.609675884246826,108420.0,2.0
2,161811,108420,146152,7200,0.1857,0.0,clay-center,depth_3_2_2.030,100161,0.0006711584283038974,0.7428153157234192,2,3,2,2.0,1794,1.013143,0.74027,1328.04438,22.134073,7.485192e-06,50.609675884246826,108420.0,2.0
3,161811,108420,143868,7200,0.1857,0.0,clay-center,depth_3_2_2.040,100161,0.0006711584283038974,0.9075009822845459,2,3,2,2.0,2392,1.013143,0.74027,1770.72584,29.512097333333333,7.485192e-06,50.609675884246826,108420.0,2.0
4,161811,108420,141726,7200,0.1857,0.0,clay-center,depth_3_2_2.050,100161,0.0006711584283038974,1.0437837839126587,2,3,2,2.0,2990,1.013143,0.74027,2213.4073,36.890121666666666,7.485192e-06,50.609675884246826,108420.0,2.0
5,161811,108420,139457,7200,0.1857,0.0,clay-center,depth_3_2_2.060,100161,0.0006711584283038974,1.1446876525878906,2,3,2,2.0,3588,1.013143,0.74027,2656.08876,44.268146,7.485192e-06,50.609675884246826,108420.0,2.0
6,161811,108420,137444,7200,0.1857,0.0,clay-center,depth_3_2_2.070,100161,0.0006711584283038974,1.2165980339050293,2,3,2,2.0,4186,1.013143,0.74027,3098.77022,51.64617033333333,7.485192e-06,50.609675884246826,108420.0,2.0
7,161811,108420,135326,7200,0.1857,0.0,clay-center,depth_3_2_2.080,100161,0.0006711584283038974,1.2748266458511353,2,3,2,2.0,4785,1.013143,0.74027,3542.19195,59.0365325,7.485192e-06,50.609675884246826,108420.0,2.0
8,161811,108420,133208,7200,0.1857,0.0,clay-center,depth_3_2_2.090,100161,0.0006711584283038974,1.3268626928329468,2,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,50.609675884246826,108420.0,2.0
9,161811,108420,131252,7200,0.1857,0.0,clay-center,depth_3_2_2.100,100161,0.0006711584283038974,1.3766145706176758,2,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,50.609675884246826,108420.0,2.0
10,161811,108420,129217,7200,0.1857,0.0,clay-center,depth_3_2_2.110,100161,0.0006711584283038974,1.4230494499206543,2,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,50.609675884246826,108420.0,2.0
11,161811,108420,127211,7200,0.1857,0.0,clay-center,depth_3_2_2.120,100161,0.0006711584283038974,1.4653006792068481,2,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,50.609675884246826,108420.0,2.0
0,161811,108420,156219,7200,0.1857,0.0,clay-center,depth_3_2_3.010,100161,0.0006711584283038974,0.5083407163619995,3,3,2,2.0,598,1.013143,0.74027,442.68146,7.378024333333333,7.485192e-06,49.11312437057495,108420.0,2.0
1,161811,108420,152606,7200,0.1857,0.0,clay-center,depth_3_2_3.020,100161,0.0006711584283038974,0.6113616228103638,3,3,2,2.0,1196,1.013143,0.74027,885.36292,14.756048666666667,7.485192e-06,49.11312437057495,108420.0,2.0
2,161811,108420,146184,7200,0.1857,0.0,clay-center,depth_3_2_3.030,100161,0.0006711584283038974,0.7384786605834961,3,3,2,2.0,1794,1.013143,0.74027,1328.04438,22.134073,7.485192e-06,49.11312437057495,108420.0,2.0
3,161811,108420,143892,7200,0.1857,0.0,clay-center,depth_3_2_3.040,100161,0.0006711584283038974,0.903312087059021,3,3,2,2.0,2392,1.013143,0.74027,1770.72584,29.512097333333333,7.485192e-06,49.11312437057495,108420.0,2.0
4,161811,108420,141741,7200,0.1857,0.0,clay-center,depth_3_2_3.050,100161,0.0006711584283038974,1.0417684316635132,3,3,2,2.0,2990,1.013143,0.74027,2213.4073,36.890121666666666,7.485192e-06,49.11312437057495,108420.0,2.0
5,161811,108420,139445,7200,0.1857,0.0,clay-center,depth_3_2_3.060,100161,0.0006711584283038974,1.144792914390564,3,3,2,2.0,3588,1.013143,0.74027,2656.08876,44.268146,7.485192e-06,49.11312437057495,108420.0,2.0
6,161811,108420,137392,7200,0.1857,0.0,clay-center,depth_3_2_3.070,100161,0.0006711584283038974,1.2163777351379395,3,3,2,2.0,4186,1.013143,0.74027,3098.77022,51.64617033333333,7.485192e-06,49.11312437057495,108420.0,2.0
7,161811,108420,135258,7200,0.1857,0.0,clay-center,depth_3_2_3.080,100161,0.0006711584283038974,1.2735694646835327,3,3,2,2.0,4785,1.013143,0.74027,3542.19195,59.0365325,7.485192e-06,49.11312437057495,108420.0,2.0
8,161811,108420,133215,7200,0.1857,0.0,clay-center,depth_3_2_3.090,100161,0.0006711584283038974,1.3247755765914917,3,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,49.11312437057495,108420.0,2.0
9,161811,108420,131276,7200,0.1857,0.0,clay-center,depth_3_2_3.100,100161,0.0006711584283038974,1.3729944229125977,3,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,49.11312437057495,108420.0,2.0
10,161811,108420,129396,7200,0.1857,0.0,clay-center,depth_3_2_3.110,100161,0.0006711584283038974,1.4194890260696411,3,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,49.11312437057495,108420.0,2.0
11,161811,108420,127367,7200,0.1857,0.0,clay-center,depth_3_2_3.120,100161,0.0006711584283038974,1.461815595626831,3,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,49.11312437057495,108420.0,2.0
0,161811,108420,156195,7200,0.1857,0.0,clay-center,depth_3_2_4.010,100161,0.0006711584283038974,0.5097867846488953,4,3,2,2.0,598,1.013143,0.74027,442.68146,7.378024333333333,7.485192e-06,50.684205532073975,108420.0,2.0
1,161811,108420,152557,7200,0.1857,0.0,clay-center,depth_3_2_4.020,100161,0.0006711584283038974,0.6097431182861328,4,3,2,2.0,1196,1.013143,0.74027,885.36292,14.756048666666667,7.485192e-06,50.684205532073975,108420.0,2.0
2,161811,108420,146201,7200,0.1857,0.0,clay-center,depth_3_2_4.030,100161,0.0006711584283038974,0.7416479587554932,4,3,2,2.0,1794,1.013143,0.74027,1328.04438,22.134073,7.485192e-06,50.684205532073975,108420.0,2.0
3,161811,108420,143904,7200,0.1857,0.0,clay-center,depth_3_2_4.040,100161,0.0006711584283038974,0.9052596688270569,4,3,2,2.0,2392,1.013143,0.74027,1770.72584,29.512097333333333,7.485192e-06,50.684205532073975,108420.0,2.0
4,161811,108420,141670,7200,0.1857,0.0,clay-center,depth_3_2_4.050,100161,0.0006711584283038974,1.0428894758224487,4,3,2,2.0,2990,1.013143,0.74027,2213.4073,36.890121666666666,7.485192e-06,50.684205532073975,108420.0,2.0
5,161811,108420,139474,7200,0.1857,0.0,clay-center,depth_3_2_4.060,100161,0.0006711584283038974,1.1449302434921265,4,3,2,2.0,3588,1.013143,0.74027,2656.08876,44.268146,7.485192e-06,50.684205532073975,108420.0,2.0
6,161811,108420,137451,7200,0.1857,0.0,clay-center,depth_3_2_4.070,100161,0.0006711584283038974,1.2161880731582642,4,3,2,2.0,4186,1.013143,0.74027,3098.77022,51.64617033333333,7.485192e-06,50.684205532073975,108420.0,2.0
7,161811,108420,135359,7200,0.1857,0.0,clay-center,depth_3_2_4.080,100161,0.0006711584283038974,1.2740615606307983,4,3,2,2.0,4785,1.013143,0.74027,3542.19195,59.0365325,7.485192e-06,50.684205532073975,108420.0,2.0
8,161811,108420,133298,7200,0.1857,0.0,clay-center,depth_3_2_4.090,100161,0.0006711584283038974,1.3261468410491943,4,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,50.684205532073975,108420.0,2.0
9,161811,108420,131327,7200,0.1857,0.0,clay-center,depth_3_2_4.100,100161,0.0006711584283038974,1.3752838373184204,4,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,50.684205532073975,108420.0,2.0
10,161811,108420,129410,7200,0.1857,0.0,clay-center,depth_3_2_4.110,100161,0.0006711584283038974,1.4224344491958618,4,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,50.684205532073975,108420.0,2.0
11,161811,108420,127422,7200,0.1857,0.0,clay-center,depth_3_2_4.120,100161,0.0006711584283038974,1.4638820886611938,4,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,50.684205532073975,108420.0,2.0
0,161811,108420,156196,7200,0.1857,0.0,clay-center,depth_3_2_5.010,100161,0.0006711584283038974,0.5100447535514832,5,3,2,2.0,598,1.013143,0.74027,442.68146,7.378024333333333,7.485192e-06,49.84516716003418,108420.0,2.0
1,161811,108420,152545,7200,0.1857,0.0,clay-center,depth_3_2_5.020,100161,0.0006711584283038974,0.6088067889213562,5,3,2,2.0,1196,1.013143,0.74027,885.36292,14.756048666666667,7.485192e-06,49.84516716003418,108420.0,2.0
2,161811,108420,146107,7200,0.1857,0.0,clay-center,depth_3_2_5.030,100161,0.0006711584283038974,0.744878351688385,5,3,2,2.0,1794,1.013143,0.74027,1328.04438,22.134073,7.485192e-06,49.84516716003418,108420.0,2.0
3,161811,108420,143852,7200,0.1857,0.0,clay-center,depth_3_2_5.040,100161,0.0006711584283038974,0.909243106842041,5,3,2,2.0,2392,1.013143,0.74027,1770.72584,29.512097333333333,7.485192e-06,49.84516716003418,108420.0,2.0
4,161811,108420,141706,7200,0.1857,0.0,clay-center,depth_3_2_5.050,100161,0.0006711584283038974,1.0459282398223877,5,3,2,2.0,2990,1.013143,0.74027,2213.4073,36.890121666666666,7.485192e-06,49.84516716003418,108420.0,2.0
5,161811,108420,139416,7200,0.1857,0.0,clay-center,depth_3_2_5.060,100161,0.0006711584283038974,1.147406816482544,5,3,2,2.0,3588,1.013143,0.74027,2656.08876,44.268146,7.485192e-06,49.84516716003418,108420.0,2.0
6,161811,108420,137328,7200,0.1857,0.0,clay-center,depth_3_2_5.070,100161,0.0006711584283038974,1.218918800354004,5,3,2,2.0,4186,1.013143,0.74027,3098.77022,51.64617033333333,7.485192e-06,49.84516716003418,108420.0,2.0
7,161811,108420,135280,7200,0.1857,0.0,clay-center,depth_3_2_5.080,100161,0.0006711584283038974,1.2766164541244507,5,3,2,2.0,4785,1.013143,0.74027,3542.19195,59.0365325,7.485192e-06,49.84516716003418,108420.0,2.0
8,161811,108420,133197,7200,0.1857,0.0,clay-center,depth_3_2_5.090,100161,0.0006711584283038974,1.328113317489624,5,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,49.84516716003418,108420.0,2.0
9,161811,108420,131200,7200,0.1857,0.0,clay-center,depth_3_2_5.100,100161,0.0006711584283038974,1.3757580518722534,5,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,49.84516716003418,108420.0,2.0
10,161811,108420,129206,7200,0.1857,0.0,clay-center,depth_3_2_5.110,100161,0.0006711584283038974,1.421707034111023,5,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,49.84516716003418,108420.0,2.0
11,161811,108420,127206,7200,0.1857,0.0,clay-center,depth_3_2_5.120,100161,0.0006711584283038974,1.4632691144943237,5,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,49.84516716003418,108420.0,2.0
0,161811,108420,156107,7200,0.1857,0.0,clay-center,depth_3_2_6.010,100161,0.0006711584283038974,0.5109822750091553,6,3,2,2.0,598,1.013143,0.74027,442.68146,7.378024333333333,7.485192e-06,50.8468279838562,108420.0,2.0
1,161811,108420,152568,7200,0.1857,0.0,clay-center,depth_3_2_6.020,100161,0.0006711584283038974,0.6094397306442261,6,3,2,2.0,1196,1.013143,0.74027,885.36292,14.756048666666667,7.485192e-06,50.8468279838562,108420.0,2.0
2,161811,108420,146148,7200,0.1857,0.0,clay-center,depth_3_2_6.030,100161,0.0006711584283038974,0.742717444896698,6,3,2,2.0,1794,1.013143,0.74027,1328.04438,22.134073,7.485192e-06,50.8468279838562,108420.0,2.0
3,161811,108420,143825,7200,0.1857,0.0,clay-center,depth_3_2_6.040,100161,0.0006711584283038974,0.9077534079551697,6,3,2,2.0,2392,1.013143,0.74027,1770.72584,29.512097333333333,7.485192e-06,50.8468279838562,108420.0,2.0
4,161811,108420,141701,7200,0.1857,0.0,clay-center,depth_3_2_6.050,100161,0.0006711584283038974,1.0453709363937378,6,3,2,2.0,2990,1.013143,0.74027,2213.4073,36.890121666666666,7.485192e-06,50.8468279838562,108420.0,2.0
5,161811,108420,139518,7200,0.1857,0.0,clay-center,depth_3_2_6.060,100161,0.0006711584283038974,1.146852731704712,6,3,2,2.0,3588,1.013143,0.74027,2656.08876,44.268146,7.485192e-06,50.8468279838562,108420.0,2.0
6,161811,108420,137405,7200,0.1857,0.0,clay-center,depth_3_2_6.070,100161,0.0006711584283038974,1.2178689241409302,6,3,2,2.0,4186,1.013143,0.74027,3098.77022,51.64617033333333,7.485192e-06,50.8468279838562,108420.0,2.0
7,161811,108420,135322,7200,0.1857,0.0,clay-center,depth_3_2_6.080,100161,0.0006711584283038974,1.2753971815109253,6,3,2,2.0,4785,1.013143,0.74027,3542.19195,59.0365325,7.485192e-06,50.8468279838562,108420.0,2.0
8,161811,108420,133284,7200,0.1857,0.0,clay-center,depth_3_2_6.090,100161,0.0006711584283038974,1.3266223669052124,6,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,50.8468279838562,108420.0,2.0
9,161811,108420,131396,7200,0.1857,0.0,clay-center,depth_3_2_6.100,100161,0.0006711584283038974,1.3750741481781006,6,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,50.8468279838562,108420.0,2.0
10,161811,108420,129420,7200,0.1857,0.0,clay-center,depth_3_2_6.110,100161,0.0006711584283038974,1.4220048189163208,6,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,50.8468279838562,108420.0,2.0
11,161811,108420,127419,7200,0.1857,0.0,clay-center,depth_3_2_6.120,100161,0.0006711584283038974,1.4625887870788574,6,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,50.8468279838562,108420.0,2.0
0,161811,108420,156169,7200,0.1857,0.0,clay-center,depth_3_2_7.010,100161,0.0006711584283038974,0.5090318322181702,7,3,2,2.0,598,1.013143,0.74027,442.68146,7.378024333333333,7.485192e-06,50.7022123336792,108420.0,2.0
1,161811,108420,152514,7200,0.1857,0.0,clay-center,depth_3_2_7.020,100161,0.0006711584283038974,0.6118243336677551,7,3,2,2.0,1196,1.013143,0.74027,885.36292,14.756048666666667,7.485192e-06,50.7022123336792,108420.0,2.0
2,161811,108420,146287,7200,0.1857,0.0,clay-center,depth_3_2_7.030,100161,0.0006711584283038974,0.7351714968681335,7,3,2,2.0,1794,1.013143,0.74027,1328.04438,22.134073,7.485192e-06,50.7022123336792,108420.0,2.0
3,161811,108420,143914,7200,0.1857,0.0,clay-center,depth_3_2_7.040,100161,0.0006711584283038974,0.9014256000518799,7,3,2,2.0,2392,1.013143,0.74027,1770.72584,29.512097333333333,7.485192e-06,50.7022123336792,108420.0,2.0
4,161811,108420,141743,7200,0.1857,0.0,clay-center,depth_3_2_7.050,100161,0.0006711584283038974,1.0399129390716553,7,3,2,2.0,2990,1.013143,0.74027,2213.4073,36.890121666666666,7.485192e-06,50.7022123336792,108420.0,2.0
5,161811,108420,139518,7200,0.1857,0.0,clay-center,depth_3_2_7.060,100161,0.0006711584283038974,1.1427363157272339,7,3,2,2.0,3588,1.013143,0.74027,2656.08876,44.268146,7.485192e-06,50.7022123336792,108420.0,2.0
6,161811,108420,137479,7200,0.1857,0.0,clay-center,depth_3_2_7.070,100161,0.0006711584283038974,1.2145707607269287,7,3,2,2.0,4186,1.013143,0.74027,3098.77022,51.64617033333333,7.485192e-06,50.7022123336792,108420.0,2.0
7,161811,108420,135384,7200,0.1857,0.0,clay-center,depth_3_2_7.080,100161,0.0006711584283038974,1.2728248834609985,7,3,2,2.0,4785,1.013143,0.74027,3542.19195,59.0365325,7.485192e-06,50.7022123336792,108420.0,2.0
8,161811,108420,133354,7200,0.1857,0.0,clay-center,depth_3_2_7.090,100161,0.0006711584283038974,1.3239308595657349,7,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,50.7022123336792,108420.0,2.0
9,161811,108420,131401,7200,0.1857,0.0,clay-center,depth_3_2_7.100,100161,0.0006711584283038974,1.3720612525939941,7,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,50.7022123336792,108420.0,2.0
10,161811,108420,129383,7200,0.1857,0.0,clay-center,depth_3_2_7.110,100161,0.0006711584283038974,1.418636679649353,7,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,50.7022123336792,108420.0,2.0
11,161811,108420,127326,7200,0.1857,0.0,clay-center,depth_3_2_7.120,100161,0.0006711584283038974,1.46101975440979,7,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,50.7022123336792,108420.0,2.0
0,161811,108420,156174,7200,0.1857,0.0,clay-center,depth_3_2_8.010,100161,0.0006711584283038974,0.509960949420929,8,3,2,2.0,598,1.013143,0.74027,442.68146,7.378024333333333,7.485192e-06,50.78988265991211,108420.0,2.0
1,161811,108420,152492,7200,0.1857,0.0,clay-center,depth_3_2_8.020,100161,0.0006711584283038974,0.6091333627700806,8,3,2,2.0,1196,1.013143,0.74027,885.36292,14.756048666666667,7.485192e-06,50.78988265991211,108420.0,2.0
2,161811,108420,146070,7200,0.1857,0.0,clay-center,depth_3_2_8.030,100161,0.0006711584283038974,0.7465775609016418,8,3,2,2.0,1794,1.013143,0.74027,1328.04438,22.134073,7.485192e-06,50.78988265991211,108420.0,2.0
3,161811,108420,143761,7200,0.1857,0.0,clay-center,depth_3_2_8.040,100161,0.0006711584283038974,0.9076831936836243,8,3,2,2.0,2392,1.013143,0.74027,1770.72584,29.512097333333333,7.485192e-06,50.78988265991211,108420.0,2.0
4,161811,108420,141602,7200,0.1857,0.0,clay-center,depth_3_2_8.050,100161,0.0006711584283038974,1.04458749294281,8,3,2,2.0,2990,1.013143,0.74027,2213.4073,36.890121666666666,7.485192e-06,50.78988265991211,108420.0,2.0
5,161811,108420,139332,7200,0.1857,0.0,clay-center,depth_3_2_8.060,100161,0.0006711584283038974,1.1468790769577026,8,3,2,2.0,3588,1.013143,0.74027,2656.08876,44.268146,7.485192e-06,50.78988265991211,108420.0,2.0
6,161811,108420,137268,7200,0.1857,0.0,clay-center,depth_3_2_8.070,100161,0.0006711584283038974,1.217756986618042,8,3,2,2.0,4186,1.013143,0.74027,3098.77022,51.64617033333333,7.485192e-06,50.78988265991211,108420.0,2.0
7,161811,108420,135188,7200,0.1857,0.0,clay-center,depth_3_2_8.080,100161,0.0006711584283038974,1.2750331163406372,8,3,2,2.0,4785,1.013143,0.74027,3542.19195,59.0365325,7.485192e-06,50.78988265991211,108420.0,2.0
8,161811,108420,133106,7200,0.1857,0.0,clay-center,depth_3_2_8.090,100161,0.0006711584283038974,1.3263752460479736,8,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,50.78988265991211,108420.0,2.0
9,161811,108420,131184,7200,0.1857,0.0,clay-center,depth_3_2_8.100,100161,0.0006711584283038974,1.3747262954711914,8,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,50.78988265991211,108420.0,2.0
10,161811,108420,129192,7200,0.1857,0.0,clay-center,depth_3_2_8.110,100161,0.0006711584283038974,1.4208701848983765,8,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,50.78988265991211,108420.0,2.0
11,161811,108420,127237,7200,0.1857,0.0,clay-center,depth_3_2_8.120,100161,0.0006711584283038974,1.462807536125183,8,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,50.78988265991211,108420.0,2.0
0,161811,108420,156086,7200,0.1857,0.0,clay-center,depth_3_2_9.010,100161,0.0006711584283038974,0.5087928771972656,9,3,2,2.0,598,1.013143,0.74027,442.68146,7.378024333333333,7.485192e-06,50.716421604156494,108420.0,2.0
1,161811,108420,152541,7200,0.1857,0.0,clay-center,depth_3_2_9.020,100161,0.0006711584283038974,0.6097116470336914,9,3,2,2.0,1196,1.013143,0.74027,885.36292,14.756048666666667,7.485192e-06,50.716421604156494,108420.0,2.0
2,161811,108420,146135,7200,0.1857,0.0,clay-center,depth_3_2_9.030,100161,0.0006711584283038974,0.7415927052497864,9,3,2,2.0,1794,1.013143,0.74027,1328.04438,22.134073,7.485192e-06,50.716421604156494,108420.0,2.0
3,161811,108420,143735,7200,0.1857,0.0,clay-center,depth_3_2_9.040,100161,0.0006711584283038974,0.9080585241317749,9,3,2,2.0,2392,1.013143,0.74027,1770.72584,29.512097333333333,7.485192e-06,50.716421604156494,108420.0,2.0
4,161811,108420,141621,7200,0.1857,0.0,clay-center,depth_3_2_9.050,100161,0.0006711584283038974,1.0460081100463867,9,3,2,2.0,2990,1.013143,0.74027,2213.4073,36.890121666666666,7.485192e-06,50.716421604156494,108420.0,2.0
5,161811,108420,139403,7200,0.1857,0.0,clay-center,depth_3_2_9.060,100161,0.0006711584283038974,1.1490602493286133,9,3,2,2.0,3588,1.013143,0.74027,2656.08876,44.268146,7.485192e-06,50.716421604156494,108420.0,2.0
6,161811,108420,137375,7200,0.1857,0.0,clay-center,depth_3_2_9.070,100161,0.0006711584283038974,1.2195698022842407,9,3,2,2.0,4186,1.013143,0.74027,3098.77022,51.64617033333333,7.485192e-06,50.716421604156494,108420.0,2.0
7,161811,108420,135235,7200,0.1857,0.0,clay-center,depth_3_2_9.080,100161,0.0006711584283038974,1.2748336791992188,9,3,2,2.0,4785,1.013143,0.74027,3542.19195,59.0365325,7.485192e-06,50.716421604156494,108420.0,2.0
8,161811,108420,133200,7200,0.1857,0.0,clay-center,depth_3_2_9.090,100161,0.0006711584283038974,1.3245707750320435,9,3,2,2.0,5383,1.013143,0.74027,3984.8734099999997,66.41455683333332,7.485192e-06,50.716421604156494,108420.0,2.0
9,161811,108420,131157,7200,0.1857,0.0,clay-center,depth_3_2_9.100,100161,0.0006711584283038974,1.3714045286178589,9,3,2,2.0,5981,1.013143,0.74027,4427.55487,73.79258116666666,7.485192e-06,50.716421604156494,108420.0,2.0
10,161811,108420,129173,7200,0.1857,0.0,clay-center,depth_3_2_9.110,100161,0.0006711584283038974,1.417178988456726,9,3,2,2.0,6579,1.013143,0.74027,4870.23633,81.1706055,7.485192e-06,50.716421604156494,108420.0,2.0
11,161811,108420,127235,7200,0.1857,0.0,clay-center,depth_3_2_9.120,100161,0.0006711584283038974,1.459086537361145,9,3,2,2.0,7177,1.013143,0.74027,5312.9177899999995,88.54862983333332,7.485192e-06,50.716421604156494,108420.0,2.0
0,14738,3810,12770,7200,0.108617,0.0,clay-center,depth_10_025_0.010,16008,0.0010670411866158247,0.34156304597854614,0,10,025,0.25,596,1.559395,1.603186,955.498856,15.924980933333334,1.279724e-05,2.047215223312378,3810.5,0.25
1,14738,3810,12372,7200,0.108617,0.0,clay-center,depth_10_025_0.020,16008,0.0010670411866158247,0.5220245718955994,0,10,025,0.25,1192,1.559395,1.603186,1910.997712,31.849961866666668,1.279724e-05,2.047215223312378,3810.5,0.25
2,14738,3810,12215,7200,0.108617,0.0,clay-center,depth_10_025_0.030,16008,0.0010670411866158247,0.8028519749641418,0,10,025,0.25,1789,1.559395,1.603186,2868.099754,47.801662566666664,1.279724e-05,2.047215223312378,3810.5,0.25
3,14738,3810,11682,7200,0.108617,0.0,clay-center,depth_10_025_0.040,16008,0.0010670411866158247,0.962695837020874,0,10,025,0.25,2385,1.559395,1.603186,3823.59861,63.7266435,1.279724e-05,2.047215223312378,3810.5,0.25
4,14738,3810,11189,7200,0.108617,0.0,clay-center,depth_10_025_0.050,16008,0.0010670411866158247,1.079801321029663,0,10,025,0.25,2981,1.559395,1.603186,4779.097466,79.65162443333334,1.279724e-05,2.047215223312378,3810.5,0.25
5,14738,3810,10403,7200,0.108617,0.0,clay-center,depth_10_025_0.060,16008,0.0010670411866158247,1.1724636554718018,0,10,025,0.25,3578,1.559395,1.603186,5736.199508,95.60332513333333,1.279724e-05,2.047215223312378,3810.5,0.25
6,14738,3810,9859,7200,0.108617,0.0,clay-center,depth_10_025_0.070,16008,0.0010670411866158247,1.2430729866027832,0,10,025,0.25,4174,1.559395,1.603186,6691.698364,111.52830606666666,1.279724e-05,2.047215223312378,3810.5,0.25
7,14738,3810,9530,7200,0.108617,0.0,clay-center,depth_10_025_0.080,16008,0.0010670411866158247,1.3059844970703125,0,10,025,0.25,4771,1.559395,1.603186,7648.800406,127.48000676666668,1.279724e-05,2.047215223312378,3810.5,0.25
8,14738,3810,9248,7200,0.108617,0.0,clay-center,depth_10_025_0.089,16008,0.0010670411866158247,1.3684669733047485,0,10,025,0.25,5367,1.559395,1.603186,8604.299262,143.40498770000002,1.279724e-05,2.047215223312378,3810.5,0.25
9,14738,3810,8978,7200,0.108617,0.0,clay-center,depth_10_025_0.099,16008,0.0010670411866158247,1.4330612421035767,0,10,025,0.25,5963,1.559395,1.603186,9559.798118,159.32996863333335,1.279724e-05,2.047215223312378,3810.5,0.25
10,14738,3810,8647,7200,0.108617,0.0,clay-center,depth_10_025_0.109,16008,0.0010670411866158247,1.502363920211792,0,10,025,0.25,6560,1.559395,1.603186,10516.90016,175.28166933333333,1.279724e-05,2.047215223312378,3810.5,0.25
11,14738,3810,8314,7200,0.108617,0.0,clay-center,depth_10_025_0.119,16008,0.0010670411866158247,1.5725162029266357,0,10,025,0.25,7156,1.559395,1.603186,11472.399016,191.20665026666666,1.279724e-05,2.047215223312378,3810.5,0.25
0,14738,3810,12754,7200,0.108617,0.0,clay-center,depth_10_025_1.010,16008,0.0010670411866158247,0.3408237099647522,1,10,025,0.25,596,1.559395,1.603186,955.498856,15.924980933333334,1.279724e-05,1.8381969928741453,3810.5,0.25
