site_name,resolution,scalar,cells,particles,run_n,run_time
clay-center,1,2,1524591,3049182,4,1580.528535604477
clay-center,1,2,1524591,3049182,5,1528.1408293247223
clay-center,1,2,1524591,3049182,6,1621.4823639392853
clay-center,1,2,1524591,3049182,7,1526.6770741939545
clay-center,1,2,1524591,3049182,8,1654.8302056789398
clay-center,1,2,1524591,3049182,9,1552.9397518634796
clay-center,1,4,1524591,6098364,0,5253.655379533768
clay-center,1,4,1524591,6098364,1,5030.500616312027
clay-center,1,4,1524591,6098364,2,5461.638720035553
clay-center,1,4,1524591,6098364,3,5198.129550933838
clay-center,1,4,1524591,6098364,4,5017.549626350403
clay-center,1,4,1524591,6098364,5,5191.292318344116
clay-center,1,4,1524591,6098364,6,5361.716698169708
clay-center,1,4,1524591,6098364,7,5425.375957250595
clay-center,1,4,1524591,6098364,8,5203.11115193367
clay-center,1,4,1524591,6098364,9,5421.538283109665
clay-center,3,0.25,169399,42349.75,0,19.85007071495056
clay-center,3,0.25,169399,42349.75,1,20.054158926010132
clay-center,3,0.25,169399,42349.75,2,20.822214126586914
clay-center,3,0.25,169399,42349.75,3,20.637981414794922
clay-center,3,0.25,169399,42349.75,4,21.685949087142944
clay-center,3,0.25,169399,42349.75,5,21.80909538269043
clay-center,3,0.25,169399,42349.75,6,19.95198941230774
clay-center,3,0.25,169399,42349.75,7,20.926368713378906
clay-center,3,0.25,169399,42349.75,8,19.736952781677246
clay-center,3,0.25,169399,42349.75,9,21.023637771606445
clay-center,3,0.5,169399,84699.5,0,19.106093406677246
clay-center,3,0.5,169399,84699.5,1,20.918163776397705
clay-center,3,0.5,169399,84699.5,2,22.314855813980103
clay-center,3,0.5,169399,84699.5,3,19.625186443328857
clay-center,3,0.5,169399,84699.5,4,20.408398866653442
clay-center,3,0.5,169399,84699.5,5,21.160987377166748
clay-center,3,0.5,169399,84699.5,6,21.49468731880188
clay-center,3,0.5,169399,84699.5,7,19.921483039855957
clay-center,3,0.5,169399,84699.5,8,20.9647159576416
clay-center,3,0.5,169399,84699.5,9,21.181482791900635
clay-center,3,1,169399,169399,0,41.84955430030823
clay-center,3,1,169399,169399,1,41.97479772567749
clay-center,3,1,169399,169399,2,40.49956035614014
clay-center,3,1,169399,169399,3,40.35399627685547
clay-center,3,1,169399,169399,4,41.57803988456726
clay-center,3,1,169399,169399,5,43.6755588054657
clay-center,3,1,169399,169399,6,43.69986391067505
clay-center,3,1,169399,169399,7,41.74178957939148
clay-center,3,1,169399,169399,8,41.47704315185547
clay-center,3,1,169399,169399,9,42.11662817001343
clay-center,3,2,169399,338798,0,56.3695604801178
clay-center,3,2,169399,338798,1,60.36605381965637
clay-center,3,2,169399,338798,2,64.17821598052979
clay-center,3,2,169399,338798,3,63.30313539505005
clay-center,3,2,169399,338798,4,63.23666286468506
clay-center,3,2,169399,338798,5,61.77727508544922
clay-center,3,2,169399,338798,6,63.34128475189209
clay-center,3,2,169399,338798,7,60.45897626876831
clay-center,3,2,169399,338798,8,63.649290561676025
clay-center,3,2,169399,338798,9,60.02073407173157
clay-center,3,4,169399,677596,0,99.28423166275024
clay-center,3,4,169399,677596,1,99.24073910713196
clay-center,3,4,169399,677596,2,101.4904305934906
clay-center,3,4,169399,677596,3,99.853844165802
clay-center,3,4,169399,677596,4,98.98833966255188
clay-center,3,4,169399,677596,5,97.06719017028809
clay-center,3,4,169399,677596,6,105.73431444168091
clay-center,3,4,169399,677596,7,96.88514971733093
clay-center,3,4,169399,677596,8,100.49833106994629
clay-center,3,4,169399,677596,9,97.09240293502808
clay-center,5,0.25,60989,15247.25,0,4.524087190628052
clay-center,5,0.25,60989,15247.25,1,4.408606052398682
clay-center,5,0.25,60989,15247.25,2,4.173337936401367
clay-center,5,0.25,60989,15247.25,3,4.278069972991943
clay-center,5,0.25,60989,15247.25,4,4.242895603179932
clay-center,5,0.25,60989,15247.25,5,4.307268381118774
clay-center,5,0.25,60989,15247.25,6,4.04441237449646
clay-center,5,0.25,60989,15247.25,7,4.174983263015747
clay-center,5,0.25,60989,15247.25,8,4.158679485321045
clay-center,5,0.25,60989,15247.25,9,4.2050182819366455
clay-center,5,0.5,60989,30494.5,0,4.014418840408325
clay-center,5,0.5,60989,30494.5,1,4.132035255432129
clay-center,5,0.5,60989,30494.5,2,4.37192702293396
clay-center,5,0.5,60989,30494.5,3,4.106023550033569
clay-center,5,0.5,60989,30494.5,4,4.341569423675537
clay-center,5,0.5,60989,30494.5,5,4.1293065547943115
clay-center,5,0.5,60989,30494.5,6,4.018226146697998
clay-center,5,0.5,60989,30494.5,7,4.29720664024353
clay-center,5,0.5,60989,30494.5,8,4.087061166763306
clay-center,5,0.5,60989,30494.5,9,4.138099193572998
clay-center,5,1,60989,60989,0,8.279159784317017
clay-center,5,1,60989,60989,1,7.783502101898193
clay-center,5,1,60989,60989,2,8.19489336013794
clay-center,5,1,60989,60989,3,7.794536113739014
clay-center,5,1,60989,60989,4,8.060229539871216
clay-center,5,1,60989,60989,5,8.302141189575195
clay-center,5,1,60989,60989,6,8.029851913452148
clay-center,5,1,60989,60989,7,7.809619665145874
clay-center,5,1,60989,60989,8,8.1389799118042
clay-center,5,1,60989,60989,9,7.767886638641357
clay-center,5,2,60989,121978,0,12.763869524002075
clay-center,5,2,60989,121978,1,12.47251033782959
clay-center,5,2,60989,121978,2,12.121083974838257
clay-center,5,2,60989,121978,3,13.025954008102417
clay-center,5,2,60989,121978,4,12.924519062042236
clay-center,5,2,60989,121978,5,12.928508996963501
clay-center,5,2,60989,121978,6,13.216139316558838
clay-center,5,2,60989,121978,7,13.141647100448608
clay-center,5,2,60989,121978,8,11.883945941925049
clay-center,5,2,60989,121978,9,12.838758707046509
clay-center,5,4,60989,243956,0,20.332194328308105
clay-center,5,4,60989,243956,1,21.539992332458496
clay-center,5,4,60989,243956,2,20.969661235809326
clay-center,5,4,60989,243956,3,20.93567132949829
clay-center,5,4,60989,243956,4,20.27779984474182
clay-center,5,4,60989,243956,5,20.9083251953125
clay-center,5,4,60989,243956,6,19.966742515563965
clay-center,5,4,60989,243956,7,20.198665142059326
clay-center,5,4,60989,243956,8,22.016711235046387
clay-center,5,4,60989,243956,9,22.19755983352661
clay-center,10,0.25,15242,3810.5,0,0.7032184600830078
clay-center,10,0.25,15242,3810.5,1,0.6347005367279053
clay-center,10,0.25,15242,3810.5,2,0.6536822319030762
clay-center,10,0.25,15242,3810.5,3,0.644463062286377
clay-center,10,0.25,15242,3810.5,4,0.6578807830810547
clay-center,10,0.25,15242,3810.5,5,0.6601250171661377
clay-center,10,0.25,15242,3810.5,6,0.6478846073150635
clay-center,10,0.25,15242,3810.5,7,0.7267332077026367
clay-center,10,0.25,15242,3810.5,8,0.6514594554901123
clay-center,10,0.25,15242,3810.5,9,0.6108911037445068
clay-center,10,0.5,15242,7621.0,0,0.6237599849700928
clay-center,10,0.5,15242,7621.0,1,0.6272714138031006
clay-center,10,0.5,15242,7621.0,2,0.6240496635437012
clay-center,10,0.5,15242,7621.0,3,0.6490917205810547
clay-center,10,0.5,15242,7621.0,4,0.6024534702301025
clay-center,10,0.5,15242,7621.0,5,0.6410379409790039
clay-center,10,0.5,15242,7621.0,6,0.7289454936981201
clay-center,10,0.5,15242,7621.0,7,0.735529899597168
clay-center,10,0.5,15242,7621.0,8,0.6241171360015869
clay-center,10,0.5,15242,7621.0,9,0.6890490055084229
clay-center,10,1,15242,15242,0,1.1549394130706787
clay-center,10,1,15242,15242,1,1.2582521438598633
clay-center,10,1,15242,15242,2,1.1215639114379883
clay-center,10,1,15242,15242,3,1.171600580215454
clay-center,10,1,15242,15242,4,1.145052433013916
clay-center,10,1,15242,15242,5,1.2131237983703613
clay-center,10,1,15242,15242,6,1.2125160694122314
clay-center,10,1,15242,15242,7,1.1454579830169678
clay-center,10,1,15242,15242,8,1.1954150199890137
clay-center,10,1,15242,15242,9,1.112471342086792
clay-center,10,2,15242,30484,0,1.6435871124267578
clay-center,10,2,15242,30484,1,1.5667166709899902
clay-center,10,2,15242,30484,2,1.5725605487823486
clay-center,10,2,15242,30484,3,1.5823252201080322
clay-center,10,2,15242,30484,4,1.5873656272888184
clay-center,10,2,15242,30484,5,1.7143137454986572
clay-center,10,2,15242,30484,6,1.6124300956726074
clay-center,10,2,15242,30484,7,1.5554850101470947
clay-center,10,2,15242,30484,8,1.5800604820251465
clay-center,10,2,15242,30484,9,1.623753309249878
clay-center,10,4,15242,60968,0,2.3770246505737305
clay-center,10,4,15242,60968,1,2.423194408416748
clay-center,10,4,15242,60968,2,2.4338881969451904
clay-center,10,4,15242,60968,3,2.388981580734253
clay-center,10,4,15242,60968,4,2.353353500366211
clay-center,10,4,15242,60968,5,2.34684419631958
clay-center,10,4,15242,60968,6,2.3433079719543457
clay-center,10,4,15242,60968,7,2.4244112968444824
clay-center,10,4,15242,60968,8,2.382967710494995
clay-center,10,4,15242,60968,9,2.278224468231201
clay-center,30,0.25,1693,423.25,0,0.14533424377441406
clay-center,30,0.25,1693,423.25,1,0.2319042682647705
clay-center,30,0.25,1693,423.25,2,0.11321568489074707
clay-center,30,0.25,1693,423.25,3,0.10932540893554688
clay-center,30,0.25,1693,423.25,4,0.2821931838989258
clay-center,30,0.25,1693,423.25,5,0.10712957382202148
clay-center,30,0.25,1693,423.25,6,0.18285655975341797
clay-center,30,0.25,1693,423.25,7,0.15617060661315918
clay-center,30,0.25,1693,423.25,8,0.20845437049865723
clay-center,30,0.25,1693,423.25,9,0.11768984794616699
clay-center,30,0.5,1693,846.5,0,0.1672382354736328
clay-center,30,0.5,1693,846.5,1,0.10944342613220215
clay-center,30,0.5,1693,846.5,2,0.11125659942626953
clay-center,30,0.5,1693,846.5,3,0.24590849876403809
clay-center,30,0.5,1693,846.5,4,0.14179658889770508
clay-center,30,0.5,1693,846.5,5,0.15142059326171875
clay-center,30,0.5,1693,846.5,6,0.19575142860412598
clay-center,30,0.5,1693,846.5,7,0.15107035636901855
clay-center,30,0.5,1693,846.5,8,0.15476584434509277
clay-center,30,0.5,1693,846.5,9,0.11684989929199219
clay-center,30,1,1693,1693,0,0.23276138305664062
clay-center,30,1,1693,1693,1,0.29694080352783203
clay-center,30,1,1693,1693,2,0.24543213844299316
clay-center,30,1,1693,1693,3,0.1434028148651123
clay-center,30,1,1693,1693,4,0.33544468879699707
clay-center,30,1,1693,1693,5,0.16814088821411133
clay-center,30,1,1693,1693,6,0.26926159858703613
clay-center,30,1,1693,1693,7,0.17369842529296875
clay-center,30,1,1693,1693,8,0.28389787673950195
clay-center,30,1,1693,1693,9,0.23367023468017578
clay-center,30,2,1693,3386,0,0.14478039741516113
clay-center,30,2,1693,3386,1,0.2376689910888672
clay-center,30,2,1693,3386,2,0.272794246673584
clay-center,30,2,1693,3386,3,0.265866756439209
clay-center,30,2,1693,3386,4,0.24403882026672363
clay-center,30,2,1693,3386,5,0.2999153137207031
clay-center,30,2,1693,3386,6,0.19241929054260254
clay-center,30,2,1693,3386,7,0.28676509857177734
clay-center,30,2,1693,3386,8,0.1975095272064209
clay-center,30,2,1693,3386,9,0.250699520111084
clay-center,30,4,1693,6772,0,0.2554140090942383
clay-center,30,4,1693,6772,1,0.23053717613220215
clay-center,30,4,1693,6772,2,0.19536733627319336
clay-center,30,4,1693,6772,3,0.298480749130249
clay-center,30,4,1693,6772,4,0.25592708587646484
clay-center,30,4,1693,6772,5,0.25399112701416016
clay-center,30,4,1693,6772,6,0.16290879249572754
clay-center,30,4,1693,6772,7,0.25676894187927246
clay-center,30,4,1693,6772,8,0.18609237670898438
clay-center,30,4,1693,6772,9,0.21466684341430664
