,site_name,resolution,scalar,cells,particles,run_n,run_time,area_m2,area_km2,p_density,error,tri
230,clay-center,30,2.0,1693,3386.0,0,0.1447803974151611,1523700,1.5237,2.0,0.017185276463055118,0.028
231,clay-center,30,2.0,1693,3386.0,1,0.2376689910888672,1523700,1.5237,2.0,0.017185276463055118,0.028
232,clay-center,30,2.0,1693,3386.0,2,0.272794246673584,1523700,1.5237,2.0,0.017185276463055118,0.028
233,clay-center,30,2.0,1693,3386.0,3,0.265866756439209,1523700,1.5237,2.0,0.017185276463055118,0.028
234,clay-center,30,2.0,1693,3386.0,4,0.2440388202667236,1523700,1.5237,2.0,0.017185276463055118,0.028
235,clay-center,30,2.0,1693,3386.0,5,0.2999153137207031,1523700,1.5237,2.0,0.017185276463055118,0.028
236,clay-center,30,2.0,1693,3386.0,6,0.1924192905426025,1523700,1.5237,2.0,0.017185276463055118,0.028
237,clay-center,30,2.0,1693,3386.0,7,0.2867650985717773,1523700,1.5237,2.0,0.017185276463055118,0.028
238,clay-center,30,2.0,1693,3386.0,8,0.1975095272064209,1523700,1.5237,2.0,0.017185276463055118,0.028
239,clay-center,30,2.0,1693,3386.0,9,0.250699520111084,1523700,1.5237,2.0,0.017185276463055118,0.028
240,clay-center,30,4.0,1693,6772.0,0,0.2554140090942383,1523700,1.5237,4.0,0.01215182552359184,0.028
241,clay-center,30,4.0,1693,6772.0,1,0.2305371761322021,1523700,1.5237,4.0,0.01215182552359184,0.028
242,clay-center,30,4.0,1693,6772.0,2,0.1953673362731933,1523700,1.5237,4.0,0.01215182552359184,0.028
243,clay-center,30,4.0,1693,6772.0,3,0.298480749130249,1523700,1.5237,4.0,0.01215182552359184,0.028
244,clay-center,30,4.0,1693,6772.0,4,0.2559270858764648,1523700,1.5237,4.0,0.01215182552359184,0.028
245,clay-center,30,4.0,1693,6772.0,5,0.2539911270141601,1523700,1.5237,4.0,0.01215182552359184,0.028
246,clay-center,30,4.0,1693,6772.0,6,0.1629087924957275,1523700,1.5237,4.0,0.01215182552359184,0.028
247,clay-center,30,4.0,1693,6772.0,7,0.2567689418792724,1523700,1.5237,4.0,0.01215182552359184,0.028
248,clay-center,30,4.0,1693,6772.0,8,0.1860923767089843,1523700,1.5237,4.0,0.01215182552359184,0.028
249,clay-center,30,4.0,1693,6772.0,9,0.2146668434143066,1523700,1.5237,4.0,0.01215182552359184,0.028
